job,marital,education,default,balance,housing,loan,campaign,pdays,previous,y,poutcome
blue-collar,married,primary,no,3873,no,no,1,-1,0,no,unknown
self-employed,married,primary,no,1013,yes,no,1,461,1,yes,failure
admin.,married,secondary,no,262,yes,no,1,-1,0,no,unknown
services,single,secondary,no,3217,yes,no,1,-1,0,no,unknown
technician,single,secondary,no,5436,yes,no,11,351,1,no,failure
blue-collar,married,primary,no,2067,yes,no,7,-1,0,no,unknown
blue-collar,single,secondary,no,215,no,no,3,-1,0,yes,unknown
services,divorced,secondary,no,1594,no,no,3,-1,0,no,unknown
self-employed,married,tertiary,no,134,no,no,4,-1,0,no,unknown
entrepreneur,divorced,tertiary,no,262,no,no,1,-1,0,no,unknown
blue-collar,divorced,primary,no,3021,no,no,2,-1,0,no,unknown
management,divorced,tertiary,no,388,yes,no,2,-1,0,yes,unknown
blue-collar,single,secondary,no,3412,yes,no,4,-1,0,no,unknown
blue-collar,married,secondary,no,1291,yes,no,1,-1,0,no,unknown
technician,divorced,secondary,no,79,no,no,1,-1,0,no,unknown
self-employed,married,tertiary,no,2013,no,no,4,94,2,yes,success
blue-collar,divorced,secondary,no,543,no,yes,3,-1,0,no,unknown
management,divorced,tertiary,no,1016,yes,no,5,-1,0,no,unknown
blue-collar,single,secondary,no,604,no,yes,3,-1,0,no,unknown
management,single,tertiary,no,525,no,no,2,-1,0,no,unknown
retired,divorced,primary,no,353,no,no,4,-1,0,no,unknown
management,married,tertiary,no,964,yes,no,1,-1,0,no,unknown
admin.,married,tertiary,no,3913,yes,no,1,-1,0,yes,unknown
blue-collar,married,primary,no,879,yes,no,2,-1,0,no,unknown
admin.,married,secondary,no,314,yes,no,1,-1,0,no,unknown
housemaid,married,primary,no,0,no,no,11,-1,0,no,unknown
blue-collar,married,secondary,no,1370,yes,no,2,-1,0,no,unknown
management,married,secondary,no,37,no,no,11,-1,0,no,unknown
management,single,tertiary,no,673,yes,yes,1,184,1,no,failure
services,married,secondary,no,-342,yes,no,1,-1,0,no,unknown
student,single,secondary,no,291,no,no,5,371,5,no,failure
technician,married,secondary,no,209,yes,yes,2,-1,0,no,unknown
technician,single,tertiary,no,438,yes,no,2,-1,0,no,unknown
admin.,single,secondary,no,1242,yes,no,3,-1,0,no,unknown
entrepreneur,married,tertiary,no,355,yes,no,1,-1,0,no,unknown
blue-collar,married,secondary,no,204,yes,yes,3,-1,0,no,unknown
management,married,tertiary,no,10758,yes,no,1,-1,0,no,unknown
management,married,tertiary,no,5,yes,no,3,-1,0,no,unknown
technician,single,secondary,no,410,yes,no,4,-1,0,yes,unknown
management,married,tertiary,no,605,yes,no,1,-1,0,no,unknown
management,married,tertiary,no,4,no,no,6,-1,0,no,unknown
student,single,secondary,no,8494,no,no,2,-1,0,no,unknown
entrepreneur,married,primary,no,198,yes,no,1,-1,0,no,unknown
blue-collar,married,secondary,no,841,yes,no,1,-1,0,no,unknown
management,married,tertiary,no,8,no,no,4,-1,0,no,unknown
admin.,married,secondary,no,470,yes,no,4,-1,0,no,unknown
retired,married,secondary,no,520,yes,no,13,-1,0,no,unknown
blue-collar,married,secondary,no,439,yes,no,5,-1,0,no,unknown
blue-collar,married,secondary,no,-454,yes,no,1,-1,0,yes,unknown
retired,married,secondary,no,466,no,no,4,-1,0,no,unknown
retired,married,secondary,no,665,yes,no,2,-1,0,yes,unknown
technician,married,secondary,no,994,yes,no,1,78,5,yes,failure
admin.,married,secondary,no,5346,yes,yes,1,-1,0,yes,unknown
blue-collar,married,secondary,no,1243,yes,no,1,-1,0,no,unknown
admin.,married,tertiary,no,0,yes,no,1,-1,0,no,unknown
blue-collar,married,secondary,no,2357,yes,no,2,-1,0,no,unknown
retired,married,secondary,no,1044,no,no,2,-1,0,yes,unknown
admin.,married,secondary,no,1069,yes,no,2,-1,0,no,unknown
housemaid,single,secondary,no,231,no,no,2,-1,0,no,unknown
admin.,married,secondary,no,0,yes,yes,2,-1,0,no,unknown
technician,married,secondary,no,266,yes,no,2,-1,0,no,unknown
management,married,tertiary,no,-70,yes,no,1,2,3,no,other
retired,single,primary,no,25824,no,no,1,-1,0,no,unknown
management,single,primary,no,538,no,no,3,-1,0,no,unknown
technician,single,secondary,no,534,yes,no,1,-1,0,no,unknown
admin.,married,unknown,no,2323,no,no,1,-1,0,no,unknown
admin.,married,secondary,no,1852,yes,no,2,-1,0,no,unknown
technician,married,secondary,no,2647,yes,no,1,-1,0,no,unknown
management,married,tertiary,no,2767,yes,no,7,-1,0,no,unknown
management,married,tertiary,no,176,yes,yes,1,-1,0,no,unknown
management,single,secondary,no,9720,no,no,2,-1,0,no,unknown
blue-collar,divorced,secondary,no,1613,yes,no,1,270,3,yes,failure
admin.,divorced,secondary,no,2903,yes,yes,2,-1,0,no,unknown
admin.,single,secondary,no,81,yes,no,6,112,3,no,other
blue-collar,married,secondary,no,780,yes,no,3,-1,0,no,unknown
unemployed,married,tertiary,no,178,no,no,2,-1,0,no,unknown
management,married,tertiary,no,299,no,no,4,-1,0,no,unknown
retired,married,primary,no,285,yes,no,1,-1,0,no,unknown
blue-collar,married,secondary,no,872,yes,no,3,-1,0,no,unknown
services,married,secondary,no,1337,no,no,2,127,3,yes,success
services,married,secondary,no,72,yes,no,2,-1,0,no,unknown
blue-collar,married,secondary,no,0,no,no,3,-1,0,no,unknown
blue-collar,married,secondary,no,-388,yes,no,1,-1,0,no,unknown
admin.,married,secondary,no,11,yes,no,1,-1,0,no,unknown
blue-collar,divorced,secondary,yes,-535,yes,no,2,-1,0,no,unknown
services,divorced,secondary,no,787,yes,no,2,-1,0,no,unknown
management,single,tertiary,no,3343,no,no,1,-1,0,no,unknown
entrepreneur,married,secondary,no,3904,no,no,2,187,2,yes,success
management,single,tertiary,no,736,yes,no,1,-1,0,no,unknown
management,married,tertiary,no,1390,no,no,2,-1,0,no,unknown
retired,married,primary,no,808,no,no,1,-1,0,no,unknown
management,married,tertiary,no,1147,no,no,1,64,2,yes,success
services,married,secondary,no,1122,no,no,1,-1,0,no,unknown
technician,married,secondary,no,-568,yes,yes,2,-1,0,no,unknown
blue-collar,married,primary,no,1165,yes,no,2,-1,0,no,unknown
services,divorced,secondary,no,-905,yes,no,1,-1,0,no,unknown
unemployed,married,tertiary,no,0,yes,no,1,-1,0,no,unknown
technician,married,secondary,no,740,no,no,3,-1,0,no,unknown
management,married,secondary,no,8262,yes,no,16,-1,0,no,unknown
admin.,single,secondary,no,14,yes,yes,9,-1,0,no,unknown
technician,single,unknown,no,7108,yes,yes,1,172,3,no,failure
blue-collar,married,secondary,no,1049,yes,no,4,-1,0,yes,unknown
blue-collar,married,secondary,no,0,yes,no,5,349,1,no,other
housemaid,married,secondary,no,419,yes,no,1,-1,0,no,unknown
management,single,tertiary,no,726,yes,no,1,342,3,no,failure
technician,divorced,tertiary,no,594,yes,yes,3,-1,0,no,unknown
unemployed,married,tertiary,no,454,yes,yes,18,-1,0,no,unknown
unknown,married,secondary,no,2206,no,no,1,99,2,yes,other
admin.,married,tertiary,no,1988,no,no,2,130,2,yes,failure
technician,single,tertiary,no,0,no,no,2,-1,0,no,unknown
admin.,divorced,secondary,no,202,no,yes,1,-1,0,no,unknown
blue-collar,married,secondary,no,667,yes,no,3,-1,0,no,unknown
admin.,married,secondary,no,112,no,no,5,-1,0,no,unknown
housemaid,married,primary,no,50,no,no,3,-1,0,no,unknown
housemaid,married,primary,no,768,no,no,2,182,1,no,success
services,divorced,secondary,no,74,yes,no,6,-1,0,no,unknown
blue-collar,married,secondary,no,661,yes,no,1,-1,0,yes,unknown
self-employed,married,secondary,no,3025,no,yes,3,-1,0,no,unknown
self-employed,married,tertiary,no,751,no,no,14,-1,0,no,unknown
management,single,tertiary,no,416,no,no,4,-1,0,no,unknown
services,married,primary,no,14,no,yes,5,-1,0,no,unknown
blue-collar,single,primary,no,-502,yes,no,4,-1,0,no,unknown
blue-collar,married,primary,no,0,no,no,5,-1,0,no,unknown
technician,married,secondary,no,599,yes,no,3,-1,0,no,unknown
management,single,tertiary,no,-218,yes,no,15,-1,0,no,unknown
technician,single,tertiary,no,1012,no,no,1,-1,0,no,unknown
technician,married,secondary,no,300,no,no,1,-1,0,no,unknown
technician,married,tertiary,no,217,yes,no,1,346,2,no,other
management,divorced,tertiary,no,2096,no,no,1,100,2,no,failure
technician,single,secondary,no,0,no,no,2,-1,0,no,unknown
housemaid,married,primary,no,5278,yes,no,4,-1,0,no,unknown
management,married,tertiary,no,1831,no,no,1,92,1,no,failure
management,married,tertiary,no,1480,yes,no,1,-1,0,no,unknown
management,married,tertiary,no,7289,yes,no,3,-1,0,no,unknown
blue-collar,married,unknown,no,1665,no,no,2,-1,0,no,unknown
blue-collar,single,primary,no,851,yes,no,1,352,1,no,failure
management,married,tertiary,no,2885,no,no,1,-1,0,no,unknown
blue-collar,married,secondary,no,137,no,yes,1,808,12,no,failure
blue-collar,single,secondary,no,1239,yes,no,1,-1,0,no,unknown
management,single,tertiary,no,146,no,no,1,113,5,no,other
technician,married,secondary,no,1,no,no,2,378,3,yes,failure
blue-collar,divorced,primary,no,-10,no,yes,6,-1,0,no,unknown
technician,married,secondary,no,480,no,no,2,182,8,yes,other
technician,married,secondary,no,2789,yes,no,2,94,1,no,failure
technician,single,secondary,no,3897,no,no,1,-1,0,no,unknown
technician,divorced,secondary,no,487,no,yes,3,-1,0,no,unknown
admin.,married,secondary,no,5110,yes,no,1,-1,0,no,unknown
management,married,tertiary,no,318,yes,no,4,-1,0,no,unknown
technician,single,tertiary,no,-411,yes,no,5,292,3,no,failure
retired,married,secondary,no,4820,no,no,1,-1,0,no,unknown
management,single,tertiary,no,4937,yes,no,3,-1,0,no,unknown
entrepreneur,married,secondary,no,725,no,yes,1,-1,0,no,unknown
entrepreneur,married,tertiary,no,5403,no,no,1,-1,0,no,unknown
technician,married,tertiary,no,4089,no,no,7,287,3,no,failure
technician,married,tertiary,no,188,no,no,2,-1,0,no,unknown
technician,married,unknown,no,189,no,no,1,107,2,yes,success
blue-collar,divorced,secondary,no,2998,yes,no,1,-1,0,no,unknown
retired,married,secondary,no,610,no,no,3,-1,0,no,unknown
management,single,unknown,no,787,no,no,1,-1,0,no,unknown
technician,divorced,secondary,no,167,no,no,3,-1,0,no,unknown
management,single,tertiary,no,243,yes,no,2,360,3,no,failure
management,married,tertiary,no,877,no,no,3,-1,0,no,unknown
admin.,single,secondary,no,2817,yes,no,1,-1,0,no,unknown
management,divorced,tertiary,no,4567,yes,yes,1,-1,0,no,unknown
services,single,secondary,no,127,yes,yes,3,-1,0,no,unknown
blue-collar,married,primary,no,176,no,no,1,-1,0,no,unknown
retired,married,tertiary,no,0,yes,yes,1,-1,0,yes,unknown
services,single,secondary,no,1482,yes,no,2,174,1,no,other
blue-collar,married,secondary,no,3052,yes,no,1,-1,0,no,unknown
technician,divorced,secondary,no,56,no,no,12,-1,0,no,unknown
entrepreneur,divorced,primary,no,278,yes,no,2,-1,0,no,unknown
management,single,tertiary,no,3875,yes,no,5,-1,0,no,unknown
technician,married,secondary,no,-337,yes,no,1,-1,0,no,unknown
management,divorced,tertiary,no,366,no,no,1,-1,0,yes,unknown
housemaid,married,primary,no,501,yes,yes,2,-1,0,no,unknown
management,married,tertiary,no,998,yes,no,3,-1,0,no,unknown
self-employed,married,primary,no,0,yes,no,2,-1,0,no,unknown
management,married,tertiary,no,246,no,no,2,-1,0,no,unknown
blue-collar,married,secondary,no,-182,yes,yes,10,-1,0,no,unknown
management,single,tertiary,no,446,no,no,3,-1,0,no,unknown
retired,married,secondary,no,1173,no,no,2,-1,0,no,unknown
technician,divorced,secondary,no,5957,yes,no,2,-1,0,no,unknown
admin.,married,secondary,no,205,no,no,1,-1,0,yes,unknown
admin.,married,secondary,no,0,no,no,4,-1,0,no,unknown
management,divorced,tertiary,no,369,yes,no,3,-1,0,no,unknown
admin.,married,secondary,no,1934,no,yes,1,364,1,no,failure
technician,single,tertiary,no,259,no,no,4,-1,0,no,unknown
blue-collar,married,secondary,no,284,yes,yes,6,-1,0,no,unknown
blue-collar,married,unknown,no,23,no,no,2,-1,0,no,unknown
management,single,tertiary,no,1373,no,no,4,-1,0,no,unknown
management,single,tertiary,no,62,yes,no,1,293,5,no,failure
blue-collar,divorced,secondary,no,157,no,no,5,-1,0,no,unknown
unemployed,single,tertiary,no,991,no,no,1,-1,0,no,unknown
services,married,secondary,no,186,yes,yes,1,-1,0,no,unknown
unemployed,married,secondary,no,977,yes,no,4,91,1,no,other
self-employed,single,tertiary,no,2893,no,no,3,-1,0,no,unknown
blue-collar,married,secondary,no,1897,yes,yes,1,-1,0,no,unknown
technician,single,tertiary,no,5514,no,no,1,182,1,yes,success
blue-collar,married,secondary,no,889,yes,no,1,373,6,no,success
management,married,tertiary,no,273,yes,no,1,-1,0,yes,unknown
admin.,married,secondary,no,1193,no,no,2,-1,0,no,unknown
management,married,tertiary,no,2729,no,no,1,-1,0,no,unknown
admin.,single,secondary,no,0,no,no,1,-1,0,no,unknown
blue-collar,married,secondary,no,230,yes,no,7,-1,0,no,unknown
technician,single,secondary,no,2729,yes,no,1,139,1,no,success
management,married,tertiary,no,317,yes,no,3,-1,0,no,unknown
housemaid,married,primary,no,517,no,no,3,-1,0,no,unknown
management,married,tertiary,no,-470,yes,no,2,170,3,no,failure
self-employed,single,tertiary,no,4579,no,no,2,-1,0,yes,unknown
blue-collar,divorced,secondary,no,1,yes,no,3,-1,0,no,unknown
management,married,tertiary,no,5106,no,no,1,-1,0,yes,unknown
technician,married,tertiary,no,636,yes,no,4,-1,0,yes,unknown
services,married,secondary,no,1076,no,no,1,182,6,yes,success
management,married,tertiary,no,126,yes,no,2,-1,0,no,unknown
self-employed,married,secondary,no,-33,yes,no,3,-1,0,no,unknown
technician,married,secondary,no,430,no,no,4,-1,0,no,unknown
admin.,married,secondary,no,-6,yes,no,2,-1,0,no,unknown
technician,married,tertiary,no,383,no,no,2,183,3,no,success
technician,married,secondary,no,130,yes,no,3,-1,0,no,unknown
blue-collar,married,primary,no,2569,no,no,1,-1,0,no,unknown
technician,single,secondary,no,201,no,no,2,-1,0,no,unknown
retired,divorced,tertiary,no,0,no,no,1,-1,0,yes,unknown
blue-collar,married,secondary,no,6,yes,no,3,-1,0,no,unknown
entrepreneur,single,secondary,no,475,no,yes,4,-1,0,no,unknown
blue-collar,single,secondary,no,706,yes,no,1,322,1,no,failure
management,married,secondary,no,1825,yes,no,1,346,1,no,failure
self-employed,married,tertiary,no,185,no,no,5,138,1,no,failure
blue-collar,married,primary,no,4415,no,no,1,-1,0,no,unknown
management,married,tertiary,no,679,no,no,3,-1,0,no,unknown
technician,divorced,secondary,no,320,no,no,1,-1,0,no,unknown
management,single,tertiary,no,2988,yes,no,1,-1,0,no,unknown
self-employed,married,secondary,no,1407,yes,no,1,-1,0,no,unknown
technician,married,secondary,no,1270,no,no,2,-1,0,no,unknown
services,divorced,secondary,no,654,yes,no,2,-1,0,no,unknown
retired,married,primary,no,5173,yes,no,8,-1,0,no,unknown
entrepreneur,married,tertiary,no,3463,yes,yes,3,-1,0,no,unknown
blue-collar,married,unknown,no,0,no,no,1,193,3,no,failure
management,married,tertiary,no,6016,no,no,3,-1,0,yes,unknown
entrepreneur,married,primary,no,177,yes,no,5,-1,0,no,unknown
management,married,tertiary,no,3694,no,yes,2,-1,0,no,unknown
retired,single,secondary,no,1640,no,yes,6,274,4,no,failure
admin.,divorced,secondary,no,174,yes,no,1,364,1,no,failure
admin.,single,secondary,no,10177,no,no,4,-1,0,no,unknown
management,single,tertiary,no,490,no,no,8,98,1,yes,failure
self-employed,married,secondary,no,2576,yes,no,6,-1,0,no,unknown
services,married,secondary,no,0,no,no,2,-1,0,no,unknown
technician,single,secondary,no,598,no,no,1,-1,0,no,unknown
management,single,tertiary,no,15459,no,no,3,97,7,no,success
blue-collar,married,primary,no,271,yes,yes,1,-1,0,no,unknown
unknown,married,unknown,no,2508,no,no,8,-1,0,no,unknown
blue-collar,married,primary,no,320,no,no,2,-1,0,no,unknown
admin.,married,tertiary,no,640,no,no,1,-1,0,no,unknown
self-employed,married,secondary,no,1772,yes,no,4,-1,0,no,unknown
admin.,single,secondary,no,15,no,yes,1,-1,0,no,unknown
management,divorced,tertiary,no,2370,yes,yes,1,103,2,no,other
services,single,secondary,no,201,yes,no,2,-1,0,no,unknown
blue-collar,married,secondary,no,160,yes,no,1,359,1,no,failure
admin.,divorced,secondary,yes,5,yes,yes,3,363,2,no,other
blue-collar,single,secondary,no,75,yes,no,1,-1,0,no,unknown
admin.,married,secondary,no,4902,yes,no,1,-1,0,no,unknown
blue-collar,single,primary,no,-79,yes,no,5,-1,0,no,unknown
retired,divorced,secondary,no,1341,no,no,7,-1,0,yes,unknown
services,divorced,secondary,no,490,yes,no,1,-1,0,no,unknown
technician,single,secondary,no,1521,yes,no,2,-1,0,no,unknown
blue-collar,married,secondary,no,131,yes,no,2,-1,0,no,unknown
management,married,tertiary,no,8,yes,no,4,-1,0,no,unknown
services,married,secondary,no,-632,yes,yes,5,-1,0,no,unknown
admin.,single,secondary,no,116,no,yes,2,-1,0,no,unknown
admin.,married,primary,no,189,yes,no,1,-1,0,no,unknown
blue-collar,married,primary,no,2,yes,yes,1,-1,0,no,unknown
blue-collar,single,secondary,no,4229,yes,yes,2,-1,0,no,unknown
services,married,secondary,no,54,yes,no,1,370,1,no,failure
student,single,unknown,no,549,no,no,1,-1,0,no,unknown
blue-collar,married,primary,no,298,yes,no,2,370,2,no,failure
retired,married,primary,no,579,no,no,1,-1,0,no,unknown
entrepreneur,single,tertiary,no,1467,yes,yes,1,-1,0,no,unknown
admin.,single,secondary,no,0,yes,no,1,-1,0,no,unknown
management,married,tertiary,no,109,yes,no,1,-1,0,no,unknown
management,married,tertiary,no,-11,yes,no,4,-1,0,no,unknown
services,married,secondary,no,90,yes,no,2,-1,0,no,unknown
blue-collar,married,primary,no,493,no,no,4,-1,0,yes,unknown
management,divorced,secondary,no,1897,yes,yes,1,-1,0,no,unknown
admin.,married,secondary,no,2403,yes,no,2,-1,0,no,unknown
entrepreneur,married,secondary,no,868,no,no,2,-1,0,no,unknown
entrepreneur,married,secondary,no,653,yes,no,1,-1,0,no,unknown
unemployed,divorced,primary,no,0,no,no,4,-1,0,no,unknown
technician,married,secondary,no,0,yes,yes,2,-1,0,no,unknown
services,divorced,secondary,no,218,yes,no,2,-1,0,no,unknown
blue-collar,married,primary,no,5050,no,yes,7,-1,0,no,unknown
blue-collar,married,secondary,no,741,yes,no,1,-1,0,no,unknown
services,single,secondary,no,1050,yes,no,3,-1,0,no,unknown
services,single,secondary,no,-56,no,yes,5,-1,0,no,unknown
blue-collar,married,primary,no,1,yes,yes,2,-1,0,no,unknown
blue-collar,married,primary,no,-98,yes,yes,2,330,3,no,other
technician,married,secondary,no,4667,yes,no,2,-1,0,no,unknown
unemployed,married,primary,no,541,yes,no,3,-1,0,no,unknown
unemployed,married,tertiary,no,7744,no,no,8,-1,0,no,unknown
unknown,married,unknown,no,895,no,no,1,-1,0,yes,unknown
unemployed,married,secondary,no,-129,yes,no,3,-1,0,no,unknown
admin.,married,secondary,no,0,no,no,5,-1,0,no,unknown
technician,single,secondary,no,158,no,no,2,-1,0,yes,unknown
admin.,married,secondary,no,122,yes,no,1,-1,0,no,unknown
blue-collar,married,secondary,no,673,yes,no,2,-1,0,no,unknown
technician,divorced,secondary,no,0,no,no,4,-1,0,no,unknown
services,divorced,secondary,no,411,yes,no,1,-1,0,no,unknown
blue-collar,divorced,primary,no,-97,yes,yes,4,-1,0,no,unknown
blue-collar,married,secondary,no,-217,yes,no,1,349,3,no,other
management,divorced,tertiary,no,5037,no,no,9,185,5,yes,other
admin.,divorced,secondary,no,2232,no,no,1,-1,0,yes,unknown
blue-collar,married,secondary,no,-932,yes,no,1,-1,0,no,unknown
management,married,tertiary,no,913,yes,no,1,674,4,no,failure
technician,single,tertiary,no,236,yes,no,1,-1,0,no,unknown
entrepreneur,married,primary,no,0,yes,no,2,-1,0,no,unknown
blue-collar,married,primary,no,2581,no,no,2,-1,0,no,unknown
admin.,married,secondary,no,639,no,yes,3,-1,0,no,unknown
blue-collar,married,primary,no,849,yes,no,1,-1,0,no,unknown
services,married,secondary,no,386,yes,no,2,-1,0,no,unknown
management,single,tertiary,no,1218,yes,no,2,-1,0,no,unknown
management,married,tertiary,no,2603,yes,no,4,-1,0,yes,unknown
blue-collar,married,secondary,no,-921,yes,no,2,-1,0,no,unknown
admin.,married,primary,no,607,no,no,2,-1,0,no,unknown
blue-collar,married,primary,no,79,yes,no,2,-1,0,no,unknown
technician,divorced,secondary,no,61,yes,yes,3,-1,0,no,unknown
technician,married,secondary,no,1091,no,no,2,-1,0,no,unknown
management,divorced,tertiary,no,743,no,no,2,-1,0,no,unknown
entrepreneur,married,unknown,no,209,yes,no,2,-1,0,no,unknown
management,single,tertiary,no,172,no,no,2,-1,0,no,unknown
entrepreneur,married,secondary,no,2,no,no,1,-1,0,no,unknown
management,single,tertiary,no,41,no,no,5,-1,0,yes,unknown
student,single,secondary,no,1116,yes,no,3,-1,0,no,unknown
blue-collar,married,secondary,no,-55,no,no,3,-1,0,no,unknown
retired,divorced,secondary,no,5845,no,no,2,-1,0,yes,unknown
management,single,tertiary,no,329,yes,no,16,-1,0,no,unknown
blue-collar,married,secondary,no,494,yes,no,1,-1,0,no,unknown
management,married,unknown,no,1519,no,no,1,92,1,yes,success
entrepreneur,married,tertiary,no,2685,no,no,2,-1,0,no,unknown
blue-collar,married,primary,no,-14,yes,yes,4,-1,0,no,unknown
services,married,secondary,no,5673,no,yes,3,-1,0,no,unknown
blue-collar,married,secondary,no,1459,no,no,1,-1,0,no,unknown
technician,married,tertiary,no,0,no,no,15,-1,0,no,unknown
management,married,secondary,no,625,yes,no,1,138,1,no,failure
student,married,unknown,no,0,no,no,1,-1,0,no,unknown
services,married,secondary,no,867,yes,no,2,211,3,no,failure
retired,married,secondary,no,8304,no,no,1,64,12,yes,failure
management,single,tertiary,no,151,yes,no,1,-1,0,no,unknown
services,married,primary,yes,-583,yes,no,7,-1,0,no,unknown
blue-collar,married,tertiary,no,1784,no,no,1,-1,0,no,unknown
management,married,tertiary,no,3134,yes,no,1,-1,0,no,unknown
self-employed,single,secondary,no,49,yes,no,2,-1,0,no,unknown
technician,married,secondary,no,-346,no,no,4,-1,0,no,unknown
management,married,secondary,no,1623,yes,no,2,-1,0,yes,unknown
management,married,tertiary,no,60,no,no,2,339,7,no,failure
services,married,secondary,no,17,no,no,1,-1,0,no,unknown
blue-collar,married,secondary,no,2008,yes,no,1,-1,0,no,unknown
blue-collar,married,primary,no,91,yes,no,1,356,2,no,failure
entrepreneur,married,tertiary,no,171,yes,no,1,191,4,no,failure
management,single,tertiary,no,1027,yes,no,1,-1,0,no,unknown
services,married,unknown,no,5801,yes,no,2,-1,0,no,unknown
blue-collar,divorced,primary,no,142,yes,no,2,300,5,no,failure
management,single,tertiary,no,205,no,no,1,-1,0,no,unknown
admin.,single,secondary,no,852,no,no,2,-1,0,no,unknown
blue-collar,married,secondary,yes,-584,yes,no,2,-1,0,no,unknown
self-employed,married,secondary,no,97,no,no,2,-1,0,no,unknown
admin.,married,secondary,no,204,yes,no,2,-1,0,yes,unknown
technician,single,secondary,no,628,yes,no,2,-1,0,no,unknown
management,single,tertiary,no,311,no,no,2,-1,0,yes,unknown
blue-collar,married,primary,no,1564,no,no,1,-1,0,no,unknown
blue-collar,single,secondary,no,856,yes,yes,5,-1,0,no,unknown
management,single,tertiary,no,1509,no,no,2,124,1,no,failure
services,married,secondary,no,-888,no,no,1,-1,0,no,unknown
technician,single,tertiary,no,226,no,no,2,-1,0,no,unknown
technician,married,secondary,no,127,no,yes,5,-1,0,no,unknown
services,married,secondary,no,413,yes,no,1,-1,0,no,unknown
admin.,married,secondary,no,710,yes,yes,1,334,2,yes,success
technician,married,secondary,no,1233,yes,no,1,100,2,yes,other
management,single,secondary,no,171,no,no,1,-1,0,yes,unknown
management,divorced,tertiary,no,69,yes,no,2,280,2,no,failure
admin.,married,secondary,no,1499,yes,no,1,327,2,no,failure
self-employed,married,tertiary,no,751,yes,no,2,-1,0,no,unknown
management,married,tertiary,no,61,no,yes,2,-1,0,no,unknown
retired,married,primary,no,425,no,no,1,140,1,yes,failure
services,divorced,primary,no,2923,yes,no,2,-1,0,no,unknown
management,divorced,tertiary,no,99,no,no,3,-1,0,no,unknown
student,single,secondary,no,1021,no,no,9,-1,0,no,unknown
technician,married,tertiary,no,1146,no,no,2,-1,0,no,unknown
blue-collar,married,primary,no,781,yes,no,2,-1,0,no,unknown
admin.,single,secondary,no,1448,no,no,1,184,7,no,other
management,single,tertiary,no,604,no,yes,1,-1,0,no,unknown
admin.,single,secondary,no,-194,yes,no,1,-1,0,no,unknown
technician,married,secondary,no,0,no,no,1,-1,0,no,unknown
housemaid,married,primary,no,0,yes,no,3,-1,0,no,unknown
technician,single,secondary,no,1014,yes,no,4,-1,0,no,unknown
admin.,single,tertiary,no,73,no,no,1,-1,0,no,unknown
services,married,secondary,no,2597,yes,no,1,-1,0,no,unknown
self-employed,married,tertiary,no,2627,yes,yes,30,-1,0,no,unknown
management,married,tertiary,no,1906,yes,no,3,-1,0,no,unknown
blue-collar,married,primary,no,-319,yes,yes,4,-1,0,no,unknown
management,married,tertiary,no,-296,yes,no,3,-1,0,no,unknown
technician,married,secondary,no,169,yes,no,4,-1,0,no,unknown
self-employed,single,tertiary,no,556,no,no,2,-1,0,no,unknown
retired,divorced,unknown,no,300,no,no,2,-1,0,no,unknown
technician,divorced,secondary,no,751,yes,no,4,-1,0,no,unknown
technician,single,secondary,no,126,no,no,1,-1,0,no,unknown
technician,divorced,tertiary,no,-386,yes,no,1,-1,0,no,unknown
blue-collar,married,primary,no,379,no,no,5,-1,0,no,unknown
self-employed,married,secondary,no,706,no,no,2,176,1,no,success
technician,married,secondary,no,9121,no,no,1,-1,0,no,unknown
management,single,tertiary,no,1466,yes,no,1,-1,0,no,unknown
blue-collar,married,primary,no,0,yes,no,2,-1,0,no,unknown
blue-collar,married,primary,no,951,yes,no,4,-1,0,no,unknown
admin.,married,secondary,no,368,no,no,1,90,4,yes,other
blue-collar,married,secondary,no,121,yes,no,6,176,5,no,other
services,married,secondary,no,204,no,no,2,-1,0,no,unknown
admin.,married,secondary,no,299,yes,no,1,321,1,no,failure
management,married,tertiary,no,4170,yes,no,1,-1,0,no,unknown
blue-collar,married,primary,no,-335,yes,no,1,-1,0,no,unknown
admin.,married,secondary,no,3165,yes,no,4,-1,0,no,unknown
services,married,secondary,no,254,yes,no,2,337,1,no,failure
management,single,tertiary,no,553,yes,no,4,479,1,no,failure
services,divorced,secondary,no,518,yes,no,1,-1,0,no,unknown
management,married,tertiary,no,85,no,yes,1,-1,0,no,unknown
blue-collar,married,unknown,no,603,yes,no,2,-1,0,no,unknown
services,single,secondary,no,361,no,no,1,95,1,no,other
blue-collar,married,secondary,no,-98,yes,no,1,-1,0,no,unknown
retired,married,primary,no,4424,no,no,4,-1,0,no,unknown
technician,single,secondary,no,2610,yes,yes,1,-1,0,no,unknown
technician,married,tertiary,no,3234,no,no,2,-1,0,yes,unknown
blue-collar,married,secondary,no,687,yes,no,1,-1,0,no,unknown
blue-collar,married,secondary,no,631,yes,no,4,-1,0,no,unknown
technician,single,secondary,no,341,no,yes,1,262,3,no,failure
technician,single,tertiary,no,316,no,no,3,-1,0,no,unknown
technician,married,secondary,no,2,no,no,3,-1,0,no,unknown
management,married,unknown,no,415,yes,no,7,-1,0,no,unknown
management,divorced,tertiary,no,507,yes,no,1,-1,0,no,unknown
blue-collar,married,secondary,no,912,yes,no,1,-1,0,no,unknown
management,married,tertiary,no,0,no,no,5,-1,0,no,unknown
